Address:,TCPIP0::192.168.1.2::inst0::INSTR,,Time (s),X at Max Y(4),X at Max Y(1)
,,,2022-12-13 14:09:48.411,7.98E-08,3.88E-08
,,,2022-12-13 14:09:48.911,-4.3E-08,-1.6E-08
,,,2022-12-13 14:09:49.410,4.64E-08,4E-08
,,,2022-12-13 14:09:49.911,4.96E-08,4.06E-08
,,,2022-12-13 14:09:50.409,4.74E-08,4.24E-08
,,,2022-12-13 14:09:50.910,4.38E-08,3.36E-08
,,,2022-12-13 14:09:51.410,-5.88E-08,3.58E-08
,,,2022-12-13 14:09:51.909,-2.14E-08,3.54E-08
,,,2022-12-13 14:09:52.410,3.18E-08,4.26E-08
,,,2022-12-13 14:09:52.910,-3.62E-08,3.62E-08
,,,2022-12-13 14:09:53.409,5.98E-08,3.9E-08
,,,2022-12-13 14:09:53.909,-8E-08,-7.6E-08
,,,2022-12-13 14:09:54.410,-8.76E-08,3.38E-08
,,,2022-12-13 14:09:54.910,7.2E-09,-6.4E-08
,,,2022-12-13 14:09:55.411,4.52E-08,3.58E-08
,,,2022-12-13 14:09:55.910,-6.08E-08,4.52E-08
,,,2022-12-13 14:09:56.410,-5.68E-08,3.14E-08
,,,2022-12-13 14:09:56.909,3.6E-08,5.64E-08
,,,2022-12-13 14:09:57.410,-7.82E-08,4.22E-08
,,,2022-12-13 14:09:57.909,4.12E-08,4.72E-08
,,,2022-12-13 14:09:58.409,5E-08,-7.9E-08
,,,2022-12-13 14:09:58.909,-7.72E-08,3.5E-08
,,,2022-12-13 14:09:59.408,4.46E-08,3.74E-08
,,,2022-12-13 14:09:59.909,-9.98E-08,3.84E-08
,,,2022-12-13 14:10:00.409,3.58E-08,3.84E-08
,,,2022-12-13 14:10:00.910,5.1E-08,3.16E-08
,,,2022-12-13 14:10:01.411,5.08E-08,3.74E-08
,,,2022-12-13 14:10:01.910,-6.6E-08,-2.18E-08
,,,2022-12-13 14:10:02.410,-2.6E-09,3.98E-08
,,,2022-12-13 14:10:02.910,5.12E-08,3.3E-08
,,,2022-12-13 14:10:03.410,4.64E-08,-5.74E-08
,,,2022-12-13 14:10:03.910,-7.52E-08,3.68E-08
,,,2022-12-13 14:10:04.411,4.58E-08,8.6E-09
,,,2022-12-13 14:10:04.910,4.94E-08,3.38E-08
,,,2022-12-13 14:10:05.410,-4.62E-08,3.46E-08
,,,2022-12-13 14:10:05.909,8.74E-08,3.5E-08
,,,2022-12-13 14:10:06.409,-6.14E-08,3.3E-08
,,,2022-12-13 14:10:06.909,5.56E-08,3.34E-08
,,,2022-12-13 14:10:07.409,-4.28E-08,3.48E-08
,,,2022-12-13 14:10:07.910,8E-10,2.92E-08
,,,2022-12-13 14:10:08.411,-7.48E-08,8.16E-08
,,,2022-12-13 14:10:08.909,4.28E-08,3.6E-08
,,,2022-12-13 14:10:09.409,5.2E-08,-7.44E-08
,,,2022-12-13 14:10:09.910,4.54E-08,-3.8E-09
,,,2022-12-13 14:10:10.410,-6.04E-08,3.28E-08
,,,2022-12-13 14:10:10.909,2E-09,3.68E-08
,,,2022-12-13 14:10:11.409,-6.98E-08,-6.12E-08
